url_sauber,meta_title,meta_description,text_snippet
https://www.delenta.com/,Delenta | Coaching Management Software for Scaling Businesses,"Scale your coaching business with Delenta’s all-in-one platform. Integrated CRM, scheduling, payments, and team portals. See it in action, book a demo!","Delenta | Coaching Management Software for Scaling Businesses Jules Login Book A Demo Transform Your Organization with Delenta Today! See how global coaching organizations streamline operations, scale delivery & grow revenue all from one tab. Generate a promo code Thank you! Your submission has been received! Oops! Something went wrong while submitting the form. 7 days 12 Hrs 15 Mins 00 Secs Congrats! You're one step away from starting your coaching journey with Delenta. get your coaching platform - setup for FREE. Already have an account, Book your setup call You should have received an email"
https://www.dnanalytics.de/de,DNAnalytics,,"DNAnalytics Nutzen Sie die transformative Kraft der Künstlichen Intelligenz für Ihre Beratung Gen-AI-Dienste für die Beratungs- und Forschungsbranche Im Jahr 2022 führte OpenAI generative KI und große Sprachmodelle (LLMs) ein und läutete damit eine neue Ära der computerunterstützten Kreativität ein. Diese Innovation hat Kultur, Kunst und Wirtschaft revolutioniert. Fortschritte wie die Retrieval-Augmented Generation (RAG) haben diese Modelle mit privaten Daten weiter verbessert und ihr Potenzial erweitert. Zukünftige Innovationen werden zweifellos auf diesen Durchbrüchen aufbauen. DNAnalytics, "
https://www.dranbleiben.support/article/so-begleitest-du-deine-teilnehmer-individuell-bei-der-umsetzung/,So begleitest du deine Teilnehmer individuell bei der Umsetzung - dranbleiben Hilfe-Center,"Um die Umsetzung des Gelernten bzw. Erfahrenen im (beruflichen) Alltag zu fördern, kannst du deine Teilnehmer individuell online begleiten. Wie du das mit dranbleiben organisieren kannst, wird im folgenden im Detail beschrieben. In dranbleiben gibt es je Ziel den Menüpunkt Unterstützung. Darüber kann man eine oder mehrere Unterstützer in das eigene Vorhaben einbinden und regelmäßig einen Statusbericht über das eigene Vorankommen […]","So begleitest du deine Teilnehmer individuell bei der Umsetzung - dranbleiben Hilfe-Center Um die Umsetzung des Gelernten bzw. Erfahrenen im (beruflichen) Alltag zu fördern, kannst du deine Teilnehmer individuell online begleiten . Wie du das mit dranbleiben organisieren kannst, wird im folgenden im Detail beschrieben. In dranbleiben gibt es je Ziel den Menüpunkt Unterstützung . Darüber kann man eine oder mehrere Unterstützer in das eigene Vorhaben einbinden und regelmäßig einen Statusbericht über das eigene Vorankommen teilen. Diese Funktion kann man verwenden, ein (asynchrones) Online-Coachi"
https://drive.google.com/file/d/1a6F_6BDtm_L96JW3WrKWPdjMmq7Fh99z/view,5 _Killer-Prompts _Vom Floskel-Coach zur Autorität_.pdf - Google Drive,,5 _Killer-Prompts _Vom Floskel-Coach zur Autorität_.pdf - Google Drive Wird geladen…
https://www.e-health-com.de/details-news/kann-ki-coaching-gesundheit-am-arbeitsplatz-foerdern/,Kann KI-Coaching Gesundheit am Arbeitsplatz fördern?: E-HEALTH-COM,Psychische Belastungen am Arbeitsplatz nehmen zu und stellen Unternehmen vor große Herausforderungen. Schulungen und Workshops sollen hier im Rahmen der betrieblichen Gesundheitsförderung Abhilfe leisten. Doch oft scheitert die Umsetzung von guten Vorsätzen. Könnte hier ein KI-Coach als Umsetzungsbegleiter helfen?,"Kann KI-Coaching Gesundheit am Arbeitsplatz fördern?: E-HEALTH-COM × Für das ePaper anmelden Geben Sie Ihren Benutzernamen und Ihr Passwort ein, um sich an der Website anzumelden Anmelden Benutzername Passwort Passwort vergessen? Health-IT | 14 10 25 Kann KI-Coaching Gesundheit am Arbeitsplatz fördern? Psychische Belastungen am Arbeitsplatz nehmen zu und stellen Unternehmen vor große Herausforderungen. Schulungen und Workshops sollen hier im Rahmen der betrieblichen Gesundheitsförderung Abhilfe leisten. Doch oft scheitert die Umsetzung von guten Vorsätzen. Könnte hier ein KI-Coach als Umsetzun"
https://www.eilert-akademie.com/ki-assistierter-coach-werden/,KI-assistierter Coach werden - Eilert-Akademie,"Mit dem KI-assistierten Coaching erweitern Sie Ihr Repertoire als Coach um eine sechste Schlüsselkompetenz, die Ihre Arbeitsweise zeitgemäß und zukunftsorientiert gestaltet.",KI-assistierter Coach werden - Eilert-Akademie Zum Inhalt springen Laden... KI -assistierter Coach werden Ihr unsichtbarer Assistent im Hintergrund KI-assistierter Coach werden EA_Admin_2020 2026-02-23T11:11:33+01:00 KI -assistierter Coach werden „Ihr unsichtbarer Assistent im Hintergrund“ Die Künstliche Intelligenz ( KI ) hat sich in den letzten Jahren rasant weiterentwickelt und Einzug in den Alltag vieler Berufsgruppen gehalten. Mit den aktuellen KI ‑Tools bietet sich erstmals ein großes Potenzial zum Einsatz dieser Technologie im Coaching. Doch wie funktioniert das? Und welchen Mehrwert bi
https://www.mckinsey.com/capabilities/...,,,
https://www.elblearning.com/products/rehearsal,,,
https://www.everydayhealth.com/emotional-health/7-cups-review/,We Tried 7 Cups Online Therapy for a Month in 2026,"We’ve reviewed multiple online therapy services, but we wanted to test the convenience of 7 Cups’ 24/7 messaging therapy with live sessions once a week. Read our full review to learn what we loved — and didn’t — and who 7 Cups would be best for.","We Tried 7 Cups Online Therapy for a Month in 2026 Product Reviews Mental Health Services Online Therapy Share this article Share on Facebook Share on X Share on Pinterest Copy Link Life Can Be Hectic, so We Tried 7 Cups Online Therapy for Its Flexibility and Convenience — Here’s How It Went By Nicole Bonaccorso Updated on January 30, 2026 Medically Reviewed by Leslie Becker-Phelps, PhD Everyday Health independently vets all recommended products. If you purchase a featured product, we may be compensated. Learn why you can trust us . ON THIS PAGE Everyday Health independently vets all recommend"
https://www.fathom.video,Fathom AI Notetaker - Never Take Notes Again,,Fathom AI Notetaker - Never Take Notes Again Using Gong or something similar? We’ll migrate your data & give you Fathom Business free until the end of your contract. SWITCH TO FATHOM Book a Demo Log In Sign Up SIGN UP FREE AI notetaking that is out of this world Fathom summarizes your meetings so you can focus on the conversation. Get Started - FREE FOREVER SOC 2 Type II | GDPR | HIPAA Compliant | SSO / SCIM Used at 290K+ companies AI summaries instantly available after your meeting Automatically monitor key topics so you never miss critical moments Keep deals moving with real-time insights an
https://www.fireflies.ai/,Fireflies.ai | Der #1 AI Notetaker für Ihre Meetings,"Erstellen Sie automatisch Notizen, transkribieren, fassen Sie zusammen, suchen und analysieren Sie alle Gespräche Ihres Teams an einem Ort. Funktioniert mit jeder Videokonferenz-Plattform.","Fireflies.ai | Der #1 AI Notetaker für Ihre Meetings Der #1 AI Notetaker für Ihre Meetings Transkribieren, zusammenfassen, suchen und analysieren Sie alle Gespräche Ihres Teams. Jetzt starten Demo anfordern Rated 4.8 / 5 GDPR, SOC2, More IM EINSATZ BEI ÜBER 1 MILLION UNTERNEHMEN Hochwertige Meeting- Transkription und - Aufzeichnung Jetzt starten 95 % Genauigkeit Fireflies ist Branchenführer bei der Transkriptionsgenauigkeit. Über 100 Sprachen Transkribieren Sie Meetings auf Englisch, Spanisch, Französisch und vielen weiteren Sprachen. Sprechererkennung Fireflies erkennt verschiedene Sprecher i"
https://www.flowit.ai/de/career,Karriere - Komm zu uns bei FLOWIT,"Unsere Kultur macht uns zu dem, was wir sind. Sie entsteht aus der Zusammenarbeit eines kreativen und engagierten Teams, das Innovation und Vertrauen verkörpert. Wir bei FLOWIT glauben: Gemeinsam entwickelte Ideen führen uns zum Erfolg — Weil Menschen wichtig sind.","Karriere - Komm zu uns bei FLOWIT Demo buchen Unsere Kultur macht uns zu dem, was wir sind. Sie entsteht aus der Zusammenarbeit eines kreativen und engagierten Teams, das Innovation und Vertrauen verkörpert. Wir bei flowit glauben: Gemeinsam entwickelte Ideen führen uns zum Erfolg — Weil Menschen wichtig sind. Because People Matter. Finde offene Stellen Unsere Geschichte Ambitioniert: Wir schaffen WOW-Momente Mit unermüdlichem Einsatz und innovativen Ansätzen begeistern wir unsere Kundinnen und Kunden und setzen neue Massstäbe. Unsere Ambition treibt uns an, aussergewöhnliche Lösungen zu entwi"
https://pi.ai/onboarding/pi-intro,,,
https://www.gesundheitsticket.de/info/partner,GesundheitsTicket,,GesundheitsTicket
https://www.growthspace.com/,Precision Skill Development Platform | Expert-Led Training | Growthspace,Transform talent development with AI-powered expert matching and measurable results. 97% matching success rate and 95% completion rate for 1:1 development sprints. Trusted by Fortune 500 companies.,"Precision Skill Development Platform | Expert-Led Training | Growthspace ExpertX is here—expert guidance, available 24/7. Learn more Login Book a demo Back 1:1 Skill development Group skill development Workshops Internal mentoring ExpertX Back Manager training Executive and leadership development Individual Contributors and High Potentials Functional Teams Skill Development Use cases AI Skills Development Back Blog Podcast Webinars and events eBooks and guides Our experts Customer Stories Back About us Press Careers Contact us Become an expert Making organizations better at developing their pe"
https://www.haufe.de/personal/neues-lernen/ki-gesteuertes-coaching_589614_644488.html,KI-gesteuertes Coaching | Personal | Haufe,KI ist mittlerweile im Business-Coaching angekommen. Teils ersetzen KI-gesteuerte Coaching-Avatare mensch­liche Coaches sogar komplett.,"KI-gesteuertes Coaching | Personal | Haufe Sie verwenden eine veraltete Browser-Version. Dies kann unter Umständen zu Einschränkungen in der Funktion sowie Darstellung führen. Daher empfehlen wir Ihnen, einen aktuellen Browser wie z.B. Microsoft Edge zu verwenden. × Künstliche Intelligenz Wenn KI das Coaching übernimmt News 28.03.2025 | 00:15 Uhr Martin Pichler Senior Editor (freie Mitarbeit) Bild: Studio Pong Für Chat GPT ist es offenbar leichter, schnell nach Lösungen zu suchen, als tief in Probleme einzutauchen. Die Integration von künstlicher Intelligenz (KI) in das Business-Coaching ist R"
https://www.sintra.ai/blog/10-best-ai-business-coach-agents,Best AI Business Coaches 2026: Top 10 Tools,"The 10 best AI business coaches for 2026, reviewed. Compare coaching depth, personalization, integrations, pricing, and best-fit use cases.",Best AI Business Coaches 2026: Top 10 Tools Products Full Team Sintra X Social Media Manager Soshie Customer Support Cassie Data Analyst Dexter Business Strategist Buddy Email Marketer Emmie Personal Growth Gigi Recruiter Scouty Copywriter Penn eCom Specialist Commet Sales Strategist Milli SEO Mastermind Seomi Virtual Assistant Vizzy Features Brain AI Integrations Power-ups Pricing Resources Blog Case studies FAQ Help center What is an AI Helper Book a Demo Careers Log in Get Started Buy Now Buy now Buy now Table of Contents Text Link Your AI team that deliver and never sleep! Try Sintra Today
https://www.headspace.com/organizations,,,
https://www.healthvoucher.de/become-partner,Health Voucher,"Im HealthVoucher Shop findest Du Gesundheitsgutscheine zum Verschenken, außerdem FitnessVoucher, GesundheitsApps und Sportequipment für Dein Training.",Health Voucher
https://www.honehq.com/ai/,Hone AI: Upskill Employees With An Interactive AI Coach,"Hone AI is a live, interactive AI Coach that helps employees build leadership and workplace skills in the flow of work.","Hone AI: Upskill Employees With An Interactive AI Coach Skip to content Meet Hone AI: HR’s #1 AI Upskilling & Coaching Partner Hone helps HR and L&D teams accelerate performance by combining personalized, AI-powered learning and coaching with expert-led, live classes. Try Hone Trusted by world-class companies AI-powered learning that HR and L&D teams love. Equip employees with the skills that amplify performance through AI and human-led learning. 91% of employees say that their performance at work has increased. Kristen Switzer National Director of L&D Scale personalized learning tailored to e"
https://www.3sat.de/wissen/kann-ich-mit-ki/250827-coaching-kuenstliche-intelligenz-stimmungen-selbstreflexion-eric-mayer-testet-ki-als-coach-nano-102.html,,,
https://www.aimarketwave.com/tools/active-listener-coach,,,
https://www.attunecoach.ai/,,,
https://www.attunecoach.ai/?gad_source=2&gad_campaignid=23486502192&gclid=Cj0KCQiA18DMBhDeARIsABtYwT02c_9mJcfj1RY6qeYJtnPVRdc1I3UuvPtd9Kfmu3DI7o5ZLXmlS_8aAsLGEALw_wcB,,,
https://www.careertrainer.ai/fuehrung/mitarbeitergespraech/checkliste/#beispiel-cmd31e3440003pa01h69vd4ul,,,
https://charliehills.substack.com/p/how-i-reached-180k-on-linkedin-with,,,
https://www.coach-ai.de/,,,
https://www.coachinglobby.com/pricing,,,
https://www.coachmetrix.com/demo-video/,,,
https://www.coachvici.com/news/,,,
https://www.connect-develop.de/digital-coach,,,
https://www.contur-online.de/kundenprojekte/fuehrungskraefteentwicklung-mit-ai-coaching/,,,
https://www.culcha.com/produkt/features,,,
https://www.culturizer.app/produkttour/,Produkttour Update - Culturizer,"https://youtu.be/53GtTTNgEVA So einfach funktioniert der CULTURIZER Hier erfährst du Schritt für Schritt, wie einfach der CULTURIZER funktioniert und wie du unsere Plattform in Deinem Unternehmen einsetzen kannst. Denn unser Motto lautet: Kultur! Einfach! Gestalten! Termin Buchen Diese Erfolgsfaktoren entscheiden die Kulturentwicklung. Der CULTURIZER ist so entwickelt, dass beliebig viele Teams ohne externe oder interne Moderation […]","Produkttour Update - Culturizer Zum Inhalt springen LOGIN Termin buchen Sie sehen gerade einen Platzhalterinhalt von YouTube . Um auf den eigentlichen Inhalt zuzugreifen, klicken Sie auf die Schaltfläche unten. Bitte beachten Sie, dass dabei Daten an Drittanbieter weitergegeben werden. Mehr Informationen Inhalt entsperren Erforderlichen Service akzeptieren und Inhalte entsperren So einfach funktioniert der CULTURIZER Hier erfährst du Schritt für Schritt, wie einfach der CULTURIZER funktioniert und wie du unsere Plattform in Deinem Unternehmen einsetzen kannst. Denn unser Motto lautet: Kultur! "
https://www.customgpt.ai/,CustomGPT.ai | Custom GPTs From Your Content For Business,CustomGPT.ai empowers businesses with custom GPTs—AI agents built from your content. Deliver exceptional customer experiences and maximize employee efficiency.,"CustomGPT.ai | Custom GPTs From Your Content For Business Custom AI for businesses Every AI answers questions. Create one you trust. Create AI that gets it right Go live in 15 minutes with custom AI that accurately cites your information. Try for free 7-day trial, cancel anytime Chat with our AI Your browser does not support the video tag. Trusted by 10,000+ organizations worldwide Trusted by Launch in 3 streamlined steps Launch in 3 streamlined steps No coding required No engineering costs 1 Connect data 2 Customize 3 Deploy Connect to all your knowledge with 1-click integrations Make your in"
https://www.deep-care.com/karriere/,Karriere - Deep Care,Werde Teil von Deep Care und revolutioniere gemeinsam mit uns die Welt des betrieblichen Gesundheitsmanagements.,"Karriere - Deep Care Karriere Unsere Philosophie Arbeite daran, das Leben deiner Mitmenschen zu bereichern. Gemeinsam bringen wir High-End Technologie in sinnvolle Anwendungen, die Menschen begeistern und ihre Gesundheit bewahren. Möchtest du Teil dieser spannenden Reise sein? Dann steig ein und werde Teil des Teams. Vorteile & Möglichkeiten Flexibler Arbeitsstil, sowohl bei den Arbeitszeiten als auch beim Arbeitsort Option auf Unternemensanteile Spaß & Arbeit Schnelle und unbegrenzte Wachstumsmöglichkeiten Perfekte Lage, direkt neben dem Ludwigsburger Schloss Tolles Arbeitsumfeld Sympathische"
https://www.denkzeuge.com/,"Das Betriebssystem mit dem Unternehmer teure Fehlbesetzungen, Führungsfehler & Reibungsverluste vermeiden – PocketCoach® OS - PocketCoach® OS by Denkzeuge® - Betriebssystem f für wirksame Weiterentwicklung",,"Das Betriebssystem mit dem Unternehmer teure Fehlbesetzungen, Führungsfehler & Reibungsverluste vermeiden – PocketCoach® OS - PocketCoach® OS by Denkzeuge® - Betriebssystem f für wirksame Weiterentwicklung Home Für KMU UnternehmerInnen & GeschäftsführerInnen Du bist der Erste , der anfängt. Der Letzte , der geht. Du hast immer ein offenes Ohr, redest, erklärst, vertraust, zahlst gute Gehälter. Aber: ❌ Verantwortung wird nicht übernommen. ❌ Mitarbeiter melden sich krank – oder kündigen. ❌ Aufgaben werden nicht wie gewünscht erledigt. ❌ Konflikte entstehen. Am Ende des Tages bleibt vieles wieder"
https://www.dranbleiben.app/business/features,dranbleiben - Die Coaching-App für deine Ziele und Visionen,"dranbleiben ist eine Web-App, die dich dabei unterstützt, deine Ziele und Visionen zu
        verwirklichen und das Leben zu leben, das du dir wünscht.","dranbleiben - Die Coaching-App für deine Ziele und Visionen Features Praxisbeispiel Preise Kostenlos starten Einloggen Irgendwo in dir weißt du ganz genau, wohin du willst Der Alltag weiß das leider auch – und hat andere Pläne. dranbleiben ist dein digitaler Begleiter, um dem leisen Ruf in dir endlich mehr Raum zu geben als deiner To-Do-Liste. Mit KI-Unterstützung Hosted in Germany Kostenlos starten Der Alltag weiß das leider auch – und hat andere Pläne. dranbleiben ist dein digitaler Begleiter, um dem leisen Ruf in dir endlich mehr Raum zu geben als deiner To-Do-Liste. Mit KI-Unterstützung Ho"
https://www.educate-me.co/,AI-first LMS built for Growing Teams,All the necessary training tools to create a scalable learning environment for your company,AI-first LMS built for Growing Teams Sign in Start free trial Features Content creation AI Roleplay coach Analytics Integrations White label LMS Collaborative learning AI LMS All features Changelog Solutions Segment Corporations Academies & bootcamps Training agencies Use case Employee training Employee onboarding Compliance training Resources Knowledge hub Blog Help center Guides Successfull E-learning guide AI in employee development Customers Pricing Features Solutions Resources Course creation Create learning content AI Roleplay coach Practice anything with AI Analytics Track learners’ per
https://www.eesel.ai/de/blog/replika-ai-pricing,"Replika AI Preise 2025: Eine vollständige Aufschlüsselung von Pro, Ultra & Platinum | eesel AI","Neugierig auf die Replika AI Preise? Wir schlüsseln die Free-, Pro-, Ultra- und Platinum-Pläne auf, um Ihnen bei der Entscheidung zu helfen, welches KI-Begleiter-Abonnement das richtige für Sie ist.","Replika AI Preise 2025: Eine vollständige Aufschlüsselung von Pro, Ultra & Platinum | eesel AI Alle Beiträge Blog / Guides Replika AI Preise 2025: Eine vollständige Aufschlüsselung von Pro, Ultra & Platinum Geschrieben von Stevia Putri Geprüft von Stanley Nicholas Zuletzt bearbeitet November 23, 2025 Expertengeprüft Es fühlt sich an, als wäre es erst gestern gewesen, dass KI-Begleiter etwas aus einem Film waren. Jetzt sind sie für viele Menschen ein fester Bestandteil des täglichen Lebens und bieten einen einzigartigen Raum, um zu plaudern, Dampf abzulassen oder einfach laut nachzudenken. In e"
https://evakeiffenheim.substack.com/p/how-to-build-your-personal-ai-coach,How to Build Your Personal AI Coach (No Coding Required),A step-by-step guide to go from one-shot prompting to long-term partnership.,"How to Build Your Personal AI Coach (No Coding Required) Lifelong Learning Club Subscribe Sign in How to Build Your Personal AI Coach (No Coding Required) A step-by-step guide to go from one-shot prompting to long-term partnership. Eva Keiffenheim MSc Jul 21, 2025 ∙ Paid 20 3 Share credits: Diana Subscribe ChatGPT hit 365 billion searches in just two years (2024). Google needed over a decade to get there (2009) 1 . But the missed opportunity is that most use it as if GPT were Google on steroids. Even expert-level prompts that go beyond “Summarize this report” or “Draft that email” are just fan"
https://www.evoach.me/,fully digital self coaching | evoach,,"fully digital self coaching | evoach REFLECT. SOLVE. EVOLVE evoach is the next evolution in coaching offering an easy and user-friendly access to coaching for all employees and teams through an intelligent, web-based, selfcoaching chatbot application – without a real coach being involved. ​ Interested to learn more? Book a Demo Newsletter FOR EMPLOYEES With evoach your employees will have immediate access to professional coaching at their ﬁngertips in a revolutionary, completely scalable way. Guided self coaching helps them to reflect, solve and grow at their own pace. Available anytime, anywh"
https://www.gong.io/,Gong - Revenue AI OS,"Gong Revenue AI OS helps your entire GTM organization win. Drive growth with multimodal revenue signal processing, specialized AI agents, and purpose-built applications.","Gong - Revenue AI OS Gong Revenue AI OS The #1 AI operating system for Revenue Teams Built to help your revenue team crush goals, close with confidence, and keep growing — ring the gong, deal after deal, quarter after quarter. See it in action Trusted by 5,000+ customers Winning GTM organizations run revenue on Gong Drive productivity, predictability, and growth with revenue AI. Productivity Predictability Growth Pitchbook is 10x more efficient with revenue AI Kick busywork to the curb and help your entire GTM team focus on what matters — winning. ""Gong insights help us learn, train our reps, "
https://www.faz.net/aktuell/karriere-hochschule/buero-co/coaching-macht-ki-den-karrierecoach-ueberfluessig-110607866.html,Coaching: Macht KI den Karrierecoach überflüssig? | FAZ,"Professionelle Coachings sind bisher meist Spitzenkräften vorbehalten. Nun soll KI ganze Belegschaften dabei unterstützen, sich weiterzuentwickeln. Kann das funktionieren? Und wo sind die Grenzen?","Coaching: Macht KI den Karrierecoach überflüssig? | FAZ Suche Suche Startseite FAZ+ Das Beste von FAZ+ Politik Öffnen USA unter Trump Ukraine Inland Ausland Politische Bücher Einspruch Geschichte Wirtschaft Öffnen Was kostet die Welt? Unternehmen Immobilien & Wohnen Auto & Verkehr Klima & Nachhaltigkeit Digitalwirtschaft Weltwirtschaft Arm und reich Schneller schlau Wirtschaftswissen Finanzen Öffnen Meine Finanzen Finanzmarkt Börsen & Märkte Mein Depot Börsenlexikon Feuilleton Öffnen Debatten Bücher Medien und Film Musik und Bühne Kunst und Architektur Kunstmarkt Kolumnen TV-Programm Karriere "
https://www.flowit.ai/de,FLOWIT — Dein KI-gestützter Coach für Mitarbeiterbindung und Wachstum,"Erreichen Sie Mitarbeiter an vorderster Front, entwickeln Sie Ihr Potenzial und reduzieren Sie die Abwanderung um 50% Mit FLOWIT erhalten Sie eine moderne, ganzheitliche HR-Lösung für die Personalentwicklung in Ihrem Unternehmen. Einfach, digital und inklusiv.","FLOWIT — Dein KI-gestützter Coach für Mitarbeiterbindung und Wachstum Entdecke jetzt das neue KI-Feature 👉 Demo buchen Dein KI-gestützter Coach für Mitarbeitendenbindung und Wachstum Potenziale entfalten, Mitarbeitende an der Front erreichen und mithilfe psychologischer Ansätze die Fluktuation um bis zu 30% reduzieren. Demo buchen Über flowit WIR COACHEN MITARBEITENDE AN DER FRONT & AM SCHREIBTISCH IN ÜBER 70 UNTERNEHMEN Connected Insights verwandelt Umfragen und Feedback in Echtzeit-Einblicke für eure Organisation. Jetzt entdecken Andrew Kristin Jacob Darlene Andrew McCoy Arzt im City Hospita"
https://www.flowneuroscience.com/de-de/shop/?fbclid...,"Flow Headset: Medizinisch zertifizierte tDCS-Therapie für zu Hause | Flow Neuroscience
            
             - Flow Neuroscience","Behandeln Sie Depressionen wirksam und sicher zu Hause. Das Flow Headset ist ein medizinisch zertifiziertes tDCS-Gerät, das Sie rezeptfrei online kaufen oder mieten können.","Flow Headset: Medizinisch zertifizierte tDCS-Therapie für zu Hause | Flow Neuroscience - Flow Neuroscience Skip to main content Trustpilot EU & US zugelassen Klinisch geprüft 20+ Studien 30 Tage Geld-zurück Empfohlen von Ärzten EU & US zugelassen Klinisch geprüft 20+ Studien 30 Tage Geld-zurück Empfohlen von Ärzten Klinisch geprüfte Depressionsbehandlung. Für zu Hause. Ein vollständiges Behandlungssystem: medizinisch zertifiziertes Hirnstimulations-Headset und kostenlose App zur Fortschrittsverfolgung. Flow stimuliert sanft die Hirnareale, die mit Depression in Verbindung stehen. Die Flow-App "
https://www.getapp.com/education-childcare-software/a/coachbots/,,,
https://www.haufe.de/personal/neues-lernen/ki-gesteuertes-coaching_589614_644488.html,KI-gesteuertes Coaching | Personal | Haufe,KI ist mittlerweile im Business-Coaching angekommen. Teils ersetzen KI-gesteuerte Coaching-Avatare mensch­liche Coaches sogar komplett.,"KI-gesteuertes Coaching | Personal | Haufe Sie verwenden eine veraltete Browser-Version. Dies kann unter Umständen zu Einschränkungen in der Funktion sowie Darstellung führen. Daher empfehlen wir Ihnen, einen aktuellen Browser wie z.B. Microsoft Edge zu verwenden. × Künstliche Intelligenz Wenn KI das Coaching übernimmt News 28.03.2025 | 00:15 Uhr Martin Pichler Senior Editor (freie Mitarbeit) Bild: Studio Pong Für Chat GPT ist es offenbar leichter, schnell nach Lösungen zu suchen, als tief in Probleme einzutauchen. Die Integration von künstlicher Intelligenz (KI) in das Business-Coaching ist R"
https://www.haufe-akademie.de/blog/themen/coaching/ai-coach/,AI Coach als Karrierebegleiter: Chance oder Risiko?,AI Coaches erobern auch den Business Coaching-Markt. Ein Überblick: ✓ Vorteile & Grenzen ✓ Wann lohnt sich AI Coaching? ► Jetzt lesen!,"AI Coach als Karrierebegleiter: Chance oder Risiko? Zum Inhalt springen Home Alle Beiträge Coaching AI Coach als Karrierebegleiter: Chance oder Risiko? Coaching Am 24. September 2025 von Alissa Dittmar 6 Minuten Suchst du nach Möglichkeiten, deine berufliche Entwicklung gezielt voranzubringen? Dann bist du vielleicht schon über den Begriff „AI Coach“ gestolpert: Coaching-Lösungen mit integrierter künstlicher Intelligenz , die Karrierewege begleiten, Feedback geben und auf Knopfdruck neue Impulse liefern sollen. Doch kann ein AI Coach im Business-Kontext wirklich helfen? Wie AI Coaching funktio"
